text,meta,spans,label,accept,_input_hash,_task_hash
"Yeah, because we aren't about to elect -JOHN DOE- to the US Senate. #<OTHER TARGET 2>ChildMolestor","{'tweet_id': '929194006222745601', 'mask_map': {'<TARGET 1>': 'Kevin Spacey', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Kevin Spacey'}","[{'start': 39, 'end': 49, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1547726599,-430675796
"Ok, time to hate on -JOHN DOE-. Prepare to replace your yule logs with VHS copies of Tootsie this holiday season.","{'tweet_id': '925819823065632768', 'mask_map': {'<TARGET 1>': 'Dustin Hoffman'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Dustin Hoffman'}","[{'start': 20, 'end': 30, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-938849151,-784985334
Checking in. Is this -JOHN DOE- that you're talking about here? Or some other Amazon boss?,"{'tweet_id': '918835895943516161', 'mask_map': {'<TARGET 1>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Roy Price'}","[{'start': 21, 'end': 31, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1740381303,-470055699
Why does this always come up? Let's review: Dem Anthony -JOHN DOE- is now a convicted sex offender and in jail. <OTHER TARGET 2> is about to be elected to the senate. Alleged assaulter Trump is elected to the highest office in the land.,"{'tweet_id': '929095421317836800', 'mask_map': {'<TARGET 1>': 'Matthew Weiner', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Matthew Weiner'}","[{'start': 56, 'end': 66, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1563680865,-1799155299
"Did @CillizzaCNN's silence on -JOHN DOE- mean his keen journalistic insights failed him, or was he complicit in the coverup? We want answers!","{'tweet_id': '923676472904179712', 'mask_map': {'<TARGET 1>': 'Mark Halperin'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 30, 'end': 40, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],407267111,-201898867
"<OTHER TARGET 2>, Polansky, Allen, -JOHN DOE-, what do they have in common? Ask Mel!","{'tweet_id': '929176298630647808', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 35, 'end': 45, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1178587672,57325154
BREAKING: Duran Temporarily Removes -JOHN DOE- From Committee Chairmanship #coleg #copolitics,"{'tweet_id': '929063034823299072', 'mask_map': {'<TARGET 1>': 'Steve Lebsock'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steve Lebsock'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1659016350,1315996214
It's a good day to have always hated <OTHER TARGET 2> and to have never been a -JOHN DOE- fan.,"{'tweet_id': '928822395036565504', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 79, 'end': 89, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1738683515,-667355667
How can they stand up? Looks like they're all guilty. Two more today. One was -JOHN DOE-! Will they pull his new show?,"{'tweet_id': '925908682575106051', 'mask_map': {'<TARGET 1>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Jeremy Piven'}","[{'start': 78, 'end': 88, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],59794886,-1508861871
I'm sickened and angry to hear what -JOHN DOE- has done physically and psychologically to most of oth women. and to think we don't even know the whole story and the full extent of his actions. #BurnItDownSis #FuckYourSorry,"{'tweet_id': '930434541533192192', 'mask_map': {'<TARGET 1>': 'Mark Schwahn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Schwahn'}","[{'start': 36, 'end': 46, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],267548291,-1958611035
"Third author of cited study, Kathryn Demos - Brown asst prof - did Phd at Dartmouth; advisors included profs Kelley, -JOHN DOE-, and Whalen. URL","{'tweet_id': '925739532808544258', 'mask_map': {'<TARGET 1>': 'Todd Heatherton'}, 'target_label': '<TARGET 1>', 'target': 'Todd Heatherton'}","[{'start': 117, 'end': 127, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1816973579,-931335320
"The article is more about aligning -JOHN DOE- with sexual aggression, than any facts or proof of such events or criminal investigation. --","{'tweet_id': '926324811562758144', 'mask_map': {'<TARGET 1>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Corn'}","[{'start': 35, 'end': 45, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],125558014,-833272712
Why is Netflix still going ahead with -JOHN DOE- series without further investigation of rape charges? Scientology pressure?,"{'tweet_id': '926624514645078016', 'mask_map': {'<TARGET 1>': 'Danny Masterson'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 38, 'end': 48, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-98189895,91491103
.How Sick!►There's a -JOHN DOE- Scale: allegations made against <OTHER TARGET 2> do not rise 2 the level of -JOHN DOE-.,"{'tweet_id': '926528520548790273', 'mask_map': {'<TARGET 1>': 'Mark Halperin', '<TARGET 2>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Halperin'}","[{'start': 21, 'end': 31, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],715290283,1622345182
Women have been pushed out and lost jobs and opportunities. The White House publicly called Trump's victims liars. -JOHN DOE- hired spies for sabotage. One of <OTHER TARGET 2>'s victims was doxxed today.,"{'tweet_id': '929089847544963073', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 115, 'end': 125, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],855481783,687679206
Actually didn't need anymore reasons to dislike -JOHN DOE-. This guy has been an asshat for many many years. #-JOHN DOE- #-JOHN DOE- #sexualassault #NotSurprised #douchbag,"{'tweet_id': '928633915564314625', 'mask_map': {'<TARGET 1>': 'Steven Seagal'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Steven Seagal'}","[{'start': 48, 'end': 58, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],824316011,-1651964953
"And had the <OTHER TARGET 2> scandal not happened, most people still wouldn't know. #HollywoodPriorities #-JOHN DOE-","{'tweet_id': '926131792268091392', 'mask_map': {'<TARGET 1>': 'Danny Masterson', '<TARGET 2>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Danny Masterson'}","[{'start': 106, 'end': 116, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],628617550,1079955072
"hmmmm, u think there will be more than one accusation about -JOHN DOE- tho? idk. hope not 80 like <OTHER TARGET 1>. #abuse","{'tweet_id': '925149742086217728', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 60, 'end': 70, 'label': 'TARGET', 'target': '<TARGET 2>'}]",0,[0],-1799111880,1769468075
When did pulling out your “junk” become a go-to move? Does The Juilliard School teach a course on Hypnotic Penis Tricks #<OTHER TARGET 3> #-JOHN DOE- #KevinSpacy #<OTHER TARGET 1> #hollywoodscandal URL,"{'tweet_id': '929772294486069253', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Harvey Weinstein', '<TARGET 3>': 'Richard Dreyfuss'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Harvey Weinstein'}","[{'start': 139, 'end': 149, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-656798814,1573118953
Me when I heard that -JOHN DOE- told @ALICEGLASS that she was replaceable because Amnesty is garbage and her solo stuff is 🔥 URL,"{'tweet_id': '923015049601576962', 'mask_map': {'<TARGET 1>': 'Ethan Kath'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Ethan Kath'}","[{'start': 21, 'end': 31, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1240553914,-992312282
"That's repulsive. I can't remember when the -JOHN DOE- thing went public, but as a fan, it tainted DC.","{'tweet_id': '929155243178385408', 'mask_map': {'<TARGET 1>': 'Eddie Berganza'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Eddie Berganza'}","[{'start': 44, 'end': 54, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1615766060,1985749400
of @AmazonStudios is suspended for complicity with #-JOHN DOE-. Good. May the dominoes fall. #AmplifyWomen 🌟,"{'tweet_id': '918787283607621632', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Roy Price'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 52, 'end': 62, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],546552396,-577964922
-JOHN DOE- and <OTHER TARGET 1>—I hate this world OKAY,"{'tweet_id': '929254132682072065', 'mask_map': {'<TARGET 1>': 'Richard Dreyfuss', '<TARGET 2>': 'George Takei'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'George Takei'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],159632809,1449511295
"Agree. Is it not an odd coincidence with the resignation of the magazine’s publisher, -JOHN DOE-?","{'tweet_id': '923479940586246144', 'mask_map': {'<TARGET 1>': 'Knight Landesman'}, 'target_label': '<TARGET 1>', 'target': 'Knight Landesman'}","[{'start': 86, 'end': 96, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],147756861,777540914
"After hearing about what he has done some people just thought “ah so that’s how she got her job”. Like, no. -JOHN DOE- needs to be fired for what he has done to these 19 people. And these are just the people that have come forward I’m sure there are more. #Fire-JOHN DOE-","{'tweet_id': '929544555069919234', 'mask_map': {'<TARGET 1>': 'Andrew Kreisberg'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Andrew Kreisberg'}","[{'start': 108, 'end': 118, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1914869594,603576077
-JOHN DOE-—sounds like a character name in a cheap paperback romance novel.,"{'tweet_id': '921304912809676800', 'mask_map': {'<TARGET 1>': 'Lockhart Steele'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Lockhart Steele'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],1620709499,876252522
"-JOHN DOE- is a brother of Trump's. Just look at them! Same bloated ego, misogynist, loud mouth........ So many pictures of them together!","{'tweet_id': '916774605121097728', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1097661056,1773358514
"--watching New Day now❤ -- your thoughts on NYTimes article on -JOHN DOE-? Such ugly, disgusting behavior 😝","{'tweet_id': '923493783819489280', 'mask_map': {'<TARGET 1>': 'Leon Wieseltier'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Leon Wieseltier'}","[{'start': 63, 'end': 73, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],419734762,1949333536
Damn.......... @-JOHN DOE-_Mo URL,"{'tweet_id': '916827216398438401', 'mask_map': {'<TARGET 1>': 'Nelly'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Nelly'}","[{'start': 16, 'end': 26, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-1637010451,-1352819354
"Great news. If a movie is ever made about Trump we have a large selection of actors to choose from to portray him. <OTHER TARGET 1>, <OTHER TARGET 3>, -JOHN DOE-......","{'tweet_id': '928988573931622403', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Jeremy Piven'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 151, 'end': 161, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],81264895,207028690
Oh no not -JOHN DOE-,"{'tweet_id': '925544452348891137', 'mask_map': {'<TARGET 1>': 'Jeremy Piven'}, 'pattern_match': False, 'target_label': '<TARGET 1>', 'target': 'Jeremy Piven'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1241104266,-84326615
"Oct 19, 1988, a day that shall live in infamy @RobertTGag #1 made the #ImmaculateReception against -JOHN DOE-. Career stats 1td of 1 yd. 1 of 2","{'tweet_id': '920960685349187584', 'mask_map': {'<TARGET 1>': 'David Blaine'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'David Blaine'}","[{'start': 99, 'end': 109, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],714671874,-947790424
"Moore, -JOHN DOE-, <OTHER TARGET 1>, Mueller, Putin/Trump in Vietnam, the tax ""cut"" bill from the Senate...how long is it going to take to unpack, and then how much longer to start healing.","{'tweet_id': '929109853267746818', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Jann Wenner'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Jann Wenner'}","[{'start': 7, 'end': 17, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1298895256,-1854968827
"-JOHN DOE- has always been a fucking creep. It’s a disgusting human being, and a shitty director. #-JOHN DOE-","{'tweet_id': '925719745629863938', 'mask_map': {'<TARGET 1>': 'Brett Ratner'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Brett Ratner'}","[{'start': 0, 'end': 10, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1439140889,1046976599
But other than the Fierce Five showing support for McKayla online (except one member) very few showed support for victims of -JOHN DOE- or spoken out against USAG,"{'tweet_id': '929171100264779776', 'mask_map': {'<TARGET 1>': 'Larry Nassar'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Larry Nassar'}","[{'start': 125, 'end': 135, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1187895058,1560495187
"#<OTHER TARGET 2>ChildMolester 🇺🇸🇺🇸🇺🇸 Sorry, not buying this crap. They tried the same with DJT - #VeteransDay2017 #Judge<OTHER TARGET 2> is a Godly honest man- not an Anthology -JOHN DOE-","{'tweet_id': '928980007350865921', 'mask_map': {'<TARGET 1>': 'Matthew Weiner', '<TARGET 2>': 'Roy Moore'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Matthew Weiner'}","[{'start': 178, 'end': 188, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],-515099165,964628663
NEW YORK (AP) — NPR News Chief -JOHN DOE- says he's resigning following sexual harassment allegations,"{'tweet_id': '925755467002912768', 'mask_map': {'<TARGET 1>': 'Michael Oreskes'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Michael Oreskes'}","[{'start': 31, 'end': 41, 'label': 'TARGET', 'target': '<TARGET 1>'}]",0,[0],814125693,152439653
Wow Casey -JOHN DOE- and <OTHER TARGET 1> are good friends both accused of sex crimes. Such a sick web in hollywood,"{'tweet_id': '918470302798987264', 'mask_map': {'<TARGET 1>': 'Danny Masterson', '<TARGET 2>': 'Ben Affleck'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Ben Affleck'}","[{'start': 10, 'end': 20, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],393653009,167401836
"How much of excusing -JOHN DOE- or <OTHER TARGET 1> is simply borne from the uncomfortable truth that no one is excempt from being shitty, even artistic innovators? Nuance is important, but how often do people rely on nuance because they just can’t deal with letting go of their heroes?","{'tweet_id': '928769272951668741', 'mask_map': {'<TARGET 1>': 'Louis Ck', '<TARGET 2>': 'Kevin Spacey'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 21, 'end': 31, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-234761701,-149681430
"If someone had reported <OTHER TARGET 1>, Cosby, -JOHN DOE-, <OTHER TARGET 3> and others to police at the time, it could have prevented further victims.","{'tweet_id': '929727849715654656', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'Kevin Spacey', '<TARGET 3>': 'Richard Dreyfuss'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'Kevin Spacey'}","[{'start': 49, 'end': 59, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],-1773487511,-1498208304
i am disgusted by -JOHN DOE- and incredibly proud of all the ladies who used to work for/at the one tree hill set ✊🏼,"{'tweet_id': '930413432041558017', 'mask_map': {'<TARGET 1>': 'Mark Schwahn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Mark Schwahn'}","[{'start': 18, 'end': 28, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-1249826606,124218533
Then -JOHN DOE- turns around and blames the right wing for trying to bring him down by making it all public.,"{'tweet_id': '916505786209193984', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 5, 'end': 15, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],939106871,819674315
"Whataboutism infects our side too? -JOHN DOE- is a predator, regardless of who else might be.","{'tweet_id': '916423698625699840', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'David Corn'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Harvey Weinstein'}","[{'start': 35, 'end': 45, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],-437847832,501271863
Cold today -- it's soooo cold #-JOHN DOE- is pleasuring himself in front of a fire,"{'tweet_id': '928972827843350529', 'mask_map': {'<TARGET 1>': 'Louis Ck'}, 'pattern_match': True, 'target_label': '<TARGET 1>', 'target': 'Louis Ck'}","[{'start': 31, 'end': 41, 'label': 'TARGET', 'target': '<TARGET 1>'}]",1,[1],1675327431,134609571
Common thread among @realDonaldTrump @<OTHER TARGET 1> @billoreilly and -JOHN DOE-? Disgusting pigs that no woman wants to sleep with.,"{'tweet_id': '922276985392414720', 'mask_map': {'<TARGET 1>': 'Harvey Weinstein', '<TARGET 2>': 'James Toback'}, 'pattern_match': True, 'target_label': '<TARGET 2>', 'target': 'James Toback'}","[{'start': 72, 'end': 82, 'label': 'TARGET', 'target': '<TARGET 2>'}]",1,[1],434877105,1448491176
